partner_x,partner_code_x,year,value,Global Name_x,Region Name_x,Intermediate Region Name_x,Region Name_y,Intermediate Region Name_y,ISO-alpha3 Code_y,reporter
Belarus,BLR,2018,21050343.967,World,Europe,Eastern Europe,Europe,Eastern Europe,RUS,Russian Federation
"Korea, Rep.",KOR,2018,17729405.922909997,World,Asia,Eastern Asia,Europe,Eastern Europe,RUS,Russian Federation
Turkey,TUR,2018,15846827.685829997,World,Asia,Western Asia,Europe,Eastern Europe,RUS,Russian Federation
Poland,POL,2018,14924522.442500003,World,Europe,Eastern Europe,Europe,Eastern Europe,RUS,Russian Federation
Kazakhstan,KAZ,2018,14468744.191000003,World,Asia,Central Asia,Europe,Eastern Europe,RUS,Russian Federation
Japan,JPN,2018,12678448.383,World,Asia,Eastern Asia,Europe,Eastern Europe,RUS,Russian Federation
United States,USA,2018,12370366.8722,World,Americas,Northern America,Europe,Eastern Europe,RUS,Russian Federation
Italy,ITA,2018,11501757.458629997,World,Europe,Southern Europe,Europe,Eastern Europe,RUS,Russian Federation
Finland,FIN,2018,10904257.520909999,World,Europe,Northern Europe,Europe,Eastern Europe,RUS,Russian Federation
Ukraine,UKR,2018,10372837.214259999,World,Europe,Eastern Europe,Europe,Eastern Europe,RUS,Russian Federation
Belgium,BEL,2018,8866569.70913,World,Europe,Western Europe,Europe,Eastern Europe,RUS,Russian Federation
India,IND,2018,8150559.674899999,World,Asia,Southern Asia,Europe,Eastern Europe,RUS,Russian Federation
United Kingdom,GBR,2018,6560732.34104,World,Europe,Northern Europe,Europe,Eastern Europe,RUS,Russian Federation
"Egypt, Arab Rep.",EGY,2018,5315805.734490002,World,Africa,Northern Africa,Europe,Eastern Europe,RUS,Russian Federation
Switzerland,CHE,2018,4665748.955010001,World,Europe,Western Europe,Europe,Eastern Europe,RUS,Russian Federation
Malta,MLT,2018,4664988.63526,World,Europe,Southern Europe,Europe,Eastern Europe,RUS,Russian Federation
"Other Asia, nes",OAS,2018,4522016.966340001,,,,Europe,Eastern Europe,RUS,Russian Federation
Latvia,LVA,2018,4491450.64627,World,Europe,Northern Europe,Europe,Eastern Europe,RUS,Russian Federation
France,FRA,2018,4245436.65006,World,Europe,Western Europe,Europe,Eastern Europe,RUS,Russian Federation
Lithuania,LTU,2018,3982606.7017799993,World,Europe,Northern Europe,Europe,Eastern Europe,RUS,Russian Federation
Uzbekistan,UZB,2018,3878866.31571,World,Asia,Central Asia,Europe,Eastern Europe,RUS,Russian Federation
Czech Republic,CZE,2018,3756386.519010001,World,Europe,Eastern Europe,Europe,Eastern Europe,RUS,Russian Federation
Denmark,DNK,2018,3485625.239930001,World,Europe,Northern Europe,Europe,Eastern Europe,RUS,Russian Federation
Slovak Republic,SVK,2018,3294791.4436300006,World,Europe,Eastern Europe,Europe,Eastern Europe,RUS,Russian Federation
Greece,GRC,2018,3248735.3823599997,World,Europe,Southern Europe,Europe,Eastern Europe,RUS,Russian Federation
Hungary,HUN,2018,3178311.08116,World,Europe,Eastern Europe,Europe,Eastern Europe,RUS,Russian Federation
Romania,ROM,2018,2909693.0631000004,,,,Europe,Eastern Europe,RUS,Russian Federation
Sweden,SWE,2018,2895830.1545,World,Europe,Northern Europe,Europe,Eastern Europe,RUS,Russian Federation
Singapore,SGP,2018,2838880.242340001,World,Asia,South-eastern Asia,Europe,Eastern Europe,RUS,Russian Federation
Brazil,BRA,2018,2638412.33239,World,Americas,South America,Europe,Eastern Europe,RUS,Russian Federation
Spain,ESP,2018,2415414.9845300005,World,Europe,Southern Europe,Europe,Eastern Europe,RUS,Russian Federation
Bulgaria,BGR,2018,2410574.6928499993,World,Europe,Eastern Europe,Europe,Eastern Europe,RUS,Russian Federation
Estonia,EST,2018,2383498.65375,World,Europe,Northern Europe,Europe,Eastern Europe,RUS,Russian Federation
Algeria,DZA,2018,2073314.52789,World,Africa,Northern Africa,Europe,Eastern Europe,RUS,Russian Federation
Mexico,MEX,2018,2020250.2156299998,World,Americas,Central America,Europe,Eastern Europe,RUS,Russian Federation
Vietnam,VNM,2018,1988134.6645900002,World,Asia,South-eastern Asia,Europe,Eastern Europe,RUS,Russian Federation
Israel,ISR,2018,1983673.3729199995,World,Asia,Western Asia,Europe,Eastern Europe,RUS,Russian Federation
"Congo, Dem. Rep.",ZAR,2018,337262.64505439793,,,,Africa,Eastern Africa,RWA,Rwanda
Switzerland,CHE,2018,88711.36553491416,World,Europe,Western Europe,Africa,Eastern Africa,RWA,Rwanda
"Hong Kong, China",HKG,2018,68972.68811880825,World,Asia,Eastern Asia,Africa,Eastern Africa,RWA,Rwanda
United Arab Emirates,ARE,2018,49623.296762827136,World,Asia,Western Asia,Africa,Eastern Africa,RWA,Rwanda
United Kingdom,GBR,2018,44140.9923724578,World,Europe,Northern Europe,Africa,Eastern Africa,RWA,Rwanda
Pakistan,PAK,2018,41386.5790737616,World,Asia,Southern Asia,Africa,Eastern Africa,RWA,Rwanda
Singapore,SGP,2018,39616.225435496126,World,Asia,South-eastern Asia,Africa,Eastern Africa,RWA,Rwanda
Uganda,UGA,2018,34027.37312065106,World,Africa,Eastern Africa,Africa,Eastern Africa,RWA,Rwanda
Thailand,THA,2018,32632.531712243926,World,Asia,South-eastern Asia,Africa,Eastern Africa,RWA,Rwanda
Lithuania,LTU,2018,28358.16565465068,World,Europe,Northern Europe,Africa,Eastern Africa,RWA,Rwanda
Belgium,BEL,2018,27329.263484770934,World,Europe,Western Europe,Africa,Eastern Africa,RWA,Rwanda
United States,USA,2018,27156.054304178786,World,Americas,Northern America,Africa,Eastern Africa,RWA,Rwanda
China,CHN,2018,20150.442564156267,World,Asia,Eastern Asia,Africa,Eastern Africa,RWA,Rwanda
Burundi,BDI,2018,19019.956601232603,World,Africa,Eastern Africa,Africa,Eastern Africa,RWA,Rwanda
Kenya,KEN,2018,17508.917702214694,World,Africa,Eastern Africa,Africa,Eastern Africa,RWA,Rwanda
Central African Republic,CAF,2018,16856.19827000438,World,Africa,Middle Africa,Africa,Eastern Africa,RWA,Rwanda
Sudan,SUD,2018,15449.387495476582,,,,Africa,Eastern Africa,RWA,Rwanda
Tanzania,TZA,2018,15421.24042059208,World,Africa,Eastern Africa,Africa,Eastern Africa,RWA,Rwanda
American Samoa,ASM,2018,12232.65133013146,World,Oceania,Polynesia,Oceania,Polynesia,WSM,Samoa
New Zealand,NZL,2018,8235.8430928935,World,Oceania,Australia and New Zealand,Oceania,Polynesia,WSM,Samoa
Tokelau,TKL,2018,6200.70743062806,World,Oceania,Polynesia,Oceania,Polynesia,WSM,Samoa
Australia,AUS,2018,5068.400369659619,World,Oceania,Australia and New Zealand,Oceania,Polynesia,WSM,Samoa
United States,USA,2018,4466.539386915061,World,Americas,Northern America,Oceania,Polynesia,WSM,Samoa
"Other Asia, nes",OAS,2018,3371.8003913710195,,,,Oceania,Polynesia,WSM,Samoa
Fiji,FJI,2018,1642.4468920935599,World,Oceania,Melanesia,Oceania,Polynesia,WSM,Samoa
Japan,JPN,2018,1545.0174365245198,World,Asia,Eastern Asia,Oceania,Polynesia,WSM,Samoa
Netherlands,NLD,2018,4563.15081915,World,Europe,Western Europe,Africa,Middle Africa,STP,Sao Tome and Principe
Portugal,PRT,2018,3291.0498239999997,World,Europe,Southern Europe,Africa,Middle Africa,STP,Sao Tome and Principe
Belgium,BEL,2018,2136.3970053000003,World,Europe,Western Europe,Africa,Middle Africa,STP,Sao Tome and Principe
Germany,DEU,2018,1175.2977705000003,World,Europe,Western Europe,Africa,Middle Africa,STP,Sao Tome and Principe
France,FRA,2018,597.47374485,World,Europe,Western Europe,Africa,Middle Africa,STP,Sao Tome and Principe
Unspecified,UNS,2018,231584081.90640688,,,,Asia,Western Asia,SAU,Saudi Arabia
United Arab Emirates,ARE,2018,10754072.914658938,World,Asia,Western Asia,Asia,Western Asia,SAU,Saudi Arabia
China,CHN,2018,9820485.92382726,World,Asia,Eastern Asia,Asia,Western Asia,SAU,Saudi Arabia
Singapore,SGP,2018,4110335.7791252495,World,Asia,South-eastern Asia,Asia,Western Asia,SAU,Saudi Arabia
India,IND,2018,3603195.2834660243,World,Asia,Southern Asia,Asia,Western Asia,SAU,Saudi Arabia
Bahrain,BHR,2018,2531162.650528626,World,Asia,Western Asia,Asia,Western Asia,SAU,Saudi Arabia
Belgium,BEL,2018,2496152.2448189906,World,Europe,Western Europe,Asia,Western Asia,SAU,Saudi Arabia
Turkey,TUR,2018,2291798.2011414072,World,Asia,Western Asia,Asia,Western Asia,SAU,Saudi Arabia
Kuwait,KWT,2018,2255156.1506944844,World,Asia,Western Asia,Asia,Western Asia,SAU,Saudi Arabia
United States,USA,2018,2171856.867215408,World,Americas,Northern America,Asia,Western Asia,SAU,Saudi Arabia
Mali,MLI,2018,707398.0860066467,World,Africa,Western Africa,Africa,Western Africa,SEN,Senegal
Switzerland,CHE,2018,541982.4361481369,World,Europe,Western Europe,Africa,Western Africa,SEN,Senegal
India,IND,2018,302769.5967456531,World,Asia,Southern Asia,Africa,Western Africa,SEN,Senegal
Bunkers,BUN,2018,165316.50539089757,,,,Africa,Western Africa,SEN,Senegal
Spain,ESP,2018,139372.2605370066,World,Europe,Southern Europe,Africa,Western Africa,SEN,Senegal
Cote d'Ivoire,CIV,2018,134328.48036350214,World,Africa,Western Africa,Africa,Western Africa,SEN,Senegal
Guinea,GIN,2018,131647.59831504515,World,Africa,Western Africa,Africa,Western Africa,SEN,Senegal
China,CHN,2018,115374.03930567032,World,Asia,Eastern Asia,Africa,Western Africa,SEN,Senegal
United States,USA,2018,113450.40574016364,World,Americas,Northern America,Africa,Western Africa,SEN,Senegal
Italy,ITA,2018,109487.44255899583,World,Europe,Southern Europe,Africa,Western Africa,SEN,Senegal
"Gambia, The",GMB,2018,99678.07253129827,World,Africa,Western Africa,Africa,Western Africa,SEN,Senegal
Netherlands,NLD,2018,94454.36036514895,World,Europe,Western Europe,Africa,Western Africa,SEN,Senegal
Mauritania,MRT,2018,90836.89751508004,World,Africa,Western Africa,Africa,Western Africa,SEN,Senegal
France,FRA,2018,87108.12394094562,World,Europe,Western Europe,Africa,Western Africa,SEN,Senegal
Burkina Faso,BFA,2018,73078.69514453334,World,Africa,Western Africa,Africa,Western Africa,SEN,Senegal
United Arab Emirates,ARE,2018,71398.73815933621,World,Asia,Western Asia,Africa,Western Africa,SEN,Senegal
Guinea-Bissau,GNB,2018,69557.75593637482,World,Africa,Western Africa,Africa,Western Africa,SEN,Senegal
United Kingdom,GBR,2018,60992.73617306867,World,Europe,Northern Europe,Africa,Western Africa,SEN,Senegal
"Congo, Rep.",COG,2018,37749.47502339287,World,Africa,Middle Africa,Africa,Western Africa,SEN,Senegal
Unspecified,UNS,2018,37202.88380325381,,,,Africa,Western Africa,SEN,Senegal
Belgium,BEL,2018,34474.17845296896,World,Europe,Western Europe,Africa,Western Africa,SEN,Senegal
Cameroon,CMR,2018,30359.09652196239,World,Africa,Middle Africa,Africa,Western Africa,SEN,Senegal
Nigeria,NGA,2018,30041.449385571254,World,Africa,Western Africa,Africa,Western Africa,SEN,Senegal
Niger,NER,2018,28862.41278176918,World,Africa,Western Africa,Africa,Western Africa,SEN,Senegal
"Korea, Rep.",KOR,2018,26994.562117542584,World,Asia,Eastern Asia,Africa,Western Africa,SEN,Senegal
Germany,DEU,2018,2911165.413000001,World,Europe,Western Europe,,,,"Serbia, FR(Serbia/Montenegro)"
Italy,ITA,2018,2489120.704,World,Europe,Southern Europe,,,,"Serbia, FR(Serbia/Montenegro)"
Bosnia and Herzegovina,BIH,2018,1645159.1800000002,World,Europe,Southern Europe,,,,"Serbia, FR(Serbia/Montenegro)"
Romania,ROM,2018,1202127.31,,,,,,,"Serbia, FR(Serbia/Montenegro)"
Russian Federation,RUS,2018,1118553.8360000001,World,Europe,Eastern Europe,,,,"Serbia, FR(Serbia/Montenegro)"
Montenegro,MNT,2018,975348.6620000001,,,,,,,"Serbia, FR(Serbia/Montenegro)"
Hungary,HUN,2018,918561.4019999999,World,Europe,Eastern Europe,,,,"Serbia, FR(Serbia/Montenegro)"
"Macedonia, FYR",MKD,2018,801797.2210000001,World,Europe,Southern Europe,,,,"Serbia, FR(Serbia/Montenegro)"
Slovenia,SVN,2018,783364.5559999999,World,Europe,Southern Europe,,,,"Serbia, FR(Serbia/Montenegro)"
Bulgaria,BGR,2018,727601.5850000001,World,Europe,Eastern Europe,,,,"Serbia, FR(Serbia/Montenegro)"
Croatia,HRV,2018,708145.2640000002,World,Europe,Southern Europe,,,,"Serbia, FR(Serbia/Montenegro)"
France,FRA,2018,613617.294,World,Europe,Western Europe,,,,"Serbia, FR(Serbia/Montenegro)"
Czech Republic,CZE,2018,604784.928,World,Europe,Eastern Europe,,,,"Serbia, FR(Serbia/Montenegro)"
Netherlands,NLD,2018,597549.9,World,Europe,Western Europe,,,,"Serbia, FR(Serbia/Montenegro)"
Austria,AUT,2018,586446.6430000002,World,Europe,Western Europe,,,,"Serbia, FR(Serbia/Montenegro)"
Poland,POL,2018,472623.552,World,Europe,Eastern Europe,,,,"Serbia, FR(Serbia/Montenegro)"
Slovak Republic,SVK,2018,469141.35,World,Europe,Eastern Europe,,,,"Serbia, FR(Serbia/Montenegro)"
United Kingdom,GBR,2018,328403.635,World,Europe,Northern Europe,,,,"Serbia, FR(Serbia/Montenegro)"
Turkey,TUR,2018,323496.33100000006,World,Asia,Western Asia,,,,"Serbia, FR(Serbia/Montenegro)"
United States,USA,2018,300109.5240000001,World,Americas,Northern America,,,,"Serbia, FR(Serbia/Montenegro)"
Sweden,SWE,2018,234730.271,World,Europe,Northern Europe,,,,"Serbia, FR(Serbia/Montenegro)"
Belgium,BEL,2018,216423.062,World,Europe,Western Europe,,,,"Serbia, FR(Serbia/Montenegro)"
United Arab Emirates,ARE,2018,244740.28868,World,Asia,Western Asia,Africa,Eastern Africa,SYC,Seychelles
United Kingdom,GBR,2018,161553.11135000002,World,Europe,Northern Europe,Africa,Eastern Africa,SYC,Seychelles
France,FRA,2018,131257.12503,World,Europe,Western Europe,Africa,Eastern Africa,SYC,Seychelles
Cayman Islands,CYM,2018,84117.79543,World,Americas,Caribbean,Africa,Eastern Africa,SYC,Seychelles
Marshall Islands,MHL,2018,52603.55752,World,Oceania,Micronesia,Africa,Eastern Africa,SYC,Seychelles
Italy,ITA,2018,44848.977289999995,World,Europe,Southern Europe,Africa,Eastern Africa,SYC,Seychelles
Australia,AUS,2018,24935.713519999994,World,Oceania,Australia and New Zealand,Africa,Eastern Africa,SYC,Seychelles
Spain,ESP,2018,21322.080690000003,World,Europe,Southern Europe,Africa,Eastern Africa,SYC,Seychelles
Thailand,THA,2018,19545.928210000002,World,Asia,South-eastern Asia,Africa,Eastern Africa,SYC,Seychelles
Mauritius,MUS,2018,19497.94295,World,Africa,Eastern Africa,Africa,Eastern Africa,SYC,Seychelles
Somalia,SOM,2018,38681.35486,World,Africa,Eastern Africa,Africa,Western Africa,SLE,Sierra Leone
China,CHN,2018,37482.712889999995,World,Asia,Eastern Asia,Africa,Western Africa,SLE,Sierra Leone
"Korea, Rep.",KOR,2018,28675.519819999998,World,Asia,Eastern Asia,Africa,Western Africa,SLE,Sierra Leone
Netherlands,NLD,2018,27998.43004,World,Europe,Western Europe,Africa,Western Africa,SLE,Sierra Leone
Ghana,GHA,2018,23163.54752,World,Africa,Western Africa,Africa,Western Africa,SLE,Sierra Leone
Romania,ROM,2018,15954.91021,,,,Africa,Western Africa,SLE,Sierra Leone
Germany,DEU,2018,12197.897590000004,World,Europe,Western Europe,Africa,Western Africa,SLE,Sierra Leone
Guinea,GIN,2018,9494.862130000003,World,Africa,Western Africa,Africa,Western Africa,SLE,Sierra Leone
Senegal,SEN,2018,7937.556570000001,World,Africa,Western Africa,Africa,Western Africa,SLE,Sierra Leone
Belgium,BEL,2018,5365.97804,World,Europe,Western Europe,Africa,Western Africa,SLE,Sierra Leone
Cote d'Ivoire,CIV,2018,5075.88001,World,Africa,Western Africa,Africa,Western Africa,SLE,Sierra Leone
India,IND,2018,3294.31897,World,Asia,Southern Asia,Africa,Western Africa,SLE,Sierra Leone
Benin,BEN,2018,3216.18934,World,Africa,Western Africa,Africa,Western Africa,SLE,Sierra Leone
"Hong Kong, China",HKG,2018,79677367.55948886,World,Asia,Eastern Asia,Asia,South-eastern Asia,SGP,Singapore
China,CHN,2018,69274144.53616625,World,Asia,Eastern Asia,Asia,South-eastern Asia,SGP,Singapore
Malaysia,MYS,2018,63702639.83227924,World,Asia,South-eastern Asia,Asia,South-eastern Asia,SGP,Singapore
United States,USA,2018,47192936.073212326,World,Americas,Northern America,Asia,South-eastern Asia,SGP,Singapore
Indonesia,IDN,2018,42469632.96788271,World,Asia,South-eastern Asia,Asia,South-eastern Asia,SGP,Singapore
"Other Asia, nes",OAS,2018,28297320.587907445,,,,Asia,South-eastern Asia,SGP,Singapore
Japan,JPN,2018,27599399.028495073,World,Asia,Eastern Asia,Asia,South-eastern Asia,SGP,Singapore
"Korea, Rep.",KOR,2018,22716434.368491355,World,Asia,Eastern Asia,Asia,South-eastern Asia,SGP,Singapore
Thailand,THA,2018,21944436.265826054,World,Asia,South-eastern Asia,Asia,South-eastern Asia,SGP,Singapore
India,IND,2018,17249225.338224918,World,Asia,Southern Asia,Asia,South-eastern Asia,SGP,Singapore
Vietnam,VNM,2018,16493941.701283,World,Asia,South-eastern Asia,Asia,South-eastern Asia,SGP,Singapore
Australia,AUS,2018,14779499.891936641,World,Oceania,Australia and New Zealand,Asia,South-eastern Asia,SGP,Singapore
Netherlands,NLD,2018,12173823.696524557,World,Europe,Western Europe,Asia,South-eastern Asia,SGP,Singapore
Philippines,PHL,2018,11794353.574769706,World,Asia,South-eastern Asia,Asia,South-eastern Asia,SGP,Singapore
Germany,DEU,2018,10037562.055324107,World,Europe,Western Europe,Asia,South-eastern Asia,SGP,Singapore
France,FRA,2018,7084451.24109899,World,Europe,Western Europe,Asia,South-eastern Asia,SGP,Singapore
United Kingdom,GBR,2018,6557561.347271507,World,Europe,Northern Europe,Asia,South-eastern Asia,SGP,Singapore
Belgium,BEL,2018,5473714.088050799,World,Europe,Western Europe,Asia,South-eastern Asia,SGP,Singapore
Germany,DEU,2018,27755633.902941853,World,Europe,Western Europe,Europe,Eastern Europe,SVK,Slovak Republic
Czech Republic,CZE,2018,13845345.93951833,World,Europe,Eastern Europe,Europe,Eastern Europe,SVK,Slovak Republic
Poland,POL,2018,9078503.845816627,World,Europe,Eastern Europe,Europe,Eastern Europe,SVK,Slovak Republic
Italy,ITA,2018,7014078.749244356,World,Europe,Southern Europe,Europe,Eastern Europe,SVK,Slovak Republic
France,FRA,2018,7003380.154544649,World,Europe,Western Europe,Europe,Eastern Europe,SVK,Slovak Republic
Hungary,HUN,2018,6782887.1251212,World,Europe,Eastern Europe,Europe,Eastern Europe,SVK,Slovak Republic
Austria,AUT,2018,6411256.715992953,World,Europe,Western Europe,Europe,Eastern Europe,SVK,Slovak Republic
United Kingdom,GBR,2018,4897610.3749268055,World,Europe,Northern Europe,Europe,Eastern Europe,SVK,Slovak Republic
United States,USA,2018,3495883.1546547497,World,Americas,Northern America,Europe,Eastern Europe,SVK,Slovak Republic
Spain,ESP,2018,3453354.6164905024,World,Europe,Southern Europe,Europe,Eastern Europe,SVK,Slovak Republic
Romania,ROM,2018,3209147.1312622176,,,,Europe,Eastern Europe,SVK,Slovak Republic
Netherlands,NLD,2018,2579562.183941976,World,Europe,Western Europe,Europe,Eastern Europe,SVK,Slovak Republic
Russian Federation,RUS,2018,2332312.1755041312,World,Europe,Eastern Europe,Europe,Eastern Europe,SVK,Slovak Republic
Switzerland,CHE,2018,2126845.483559507,World,Europe,Western Europe,Europe,Eastern Europe,SVK,Slovak Republic
China,CHN,2018,1912486.1434539086,World,Asia,Eastern Asia,Europe,Eastern Europe,SVK,Slovak Republic
Sweden,SWE,2018,1621910.6131035662,World,Europe,Northern Europe,Europe,Eastern Europe,SVK,Slovak Republic
Belgium,BEL,2018,1574881.2738098924,World,Europe,Western Europe,Europe,Eastern Europe,SVK,Slovak Republic
Turkey,TUR,2018,900425.4150702213,World,Asia,Western Asia,Europe,Eastern Europe,SVK,Slovak Republic
Denmark,DNK,2018,888551.927431833,World,Europe,Northern Europe,Europe,Eastern Europe,SVK,Slovak Republic
Germany,DEU,2018,9780566.64709999,World,Europe,Western Europe,Europe,Southern Europe,SVN,Slovenia
Italy,ITA,2018,4908587.34111,World,Europe,Southern Europe,Europe,Southern Europe,SVN,Slovenia
Austria,AUT,2018,3328969.33874,World,Europe,Western Europe,Europe,Southern Europe,SVN,Slovenia
Croatia,HRV,2018,3292483.71234,World,Europe,Southern Europe,Europe,Southern Europe,SVN,Slovenia
France,FRA,2018,2411266.95565,World,Europe,Western Europe,Europe,Southern Europe,SVN,Slovenia
"Serbia, FR(Serbia/Montenegro)",SER,2018,1464986.34322,,,,Europe,Southern Europe,SVN,Slovenia
Poland,POL,2018,1334428.24848,World,Europe,Eastern Europe,Europe,Southern Europe,SVN,Slovenia
Hungary,HUN,2018,1254073.9133699997,World,Europe,Eastern Europe,Europe,Southern Europe,SVN,Slovenia
Russian Federation,RUS,2018,1069582.8000800002,World,Europe,Eastern Europe,Europe,Southern Europe,SVN,Slovenia
Bosnia and Herzegovina,BIH,2018,1066927.8564900002,World,Europe,Southern Europe,Europe,Southern Europe,SVN,Slovenia
Czech Republic,CZE,2018,1062726.70051,World,Europe,Eastern Europe,Europe,Southern Europe,SVN,Slovenia
Switzerland,CHE,2018,984505.99529,World,Europe,Western Europe,Europe,Southern Europe,SVN,Slovenia
United States,USA,2018,826838.04434,World,Americas,Northern America,Europe,Southern Europe,SVN,Slovenia
Spain,ESP,2018,820319.97758,World,Europe,Southern Europe,Europe,Southern Europe,SVN,Slovenia
Romania,ROM,2018,815236.78457,,,,Europe,Southern Europe,SVN,Slovenia
United Kingdom,GBR,2018,810976.42922,World,Europe,Northern Europe,Europe,Southern Europe,SVN,Slovenia
Netherlands,NLD,2018,784290.73219,World,Europe,Western Europe,Europe,Southern Europe,SVN,Slovenia
Slovak Republic,SVK,2018,726220.16053,World,Europe,Eastern Europe,Europe,Southern Europe,SVN,Slovenia
China,CHN,2018,516303.32265999995,World,Asia,Eastern Asia,Europe,Southern Europe,SVN,Slovenia
Sweden,SWE,2018,472618.52654,World,Europe,Northern Europe,Europe,Southern Europe,SVN,Slovenia
Denmark,DNK,2018,464862.53235,World,Europe,Northern Europe,Europe,Southern Europe,SVN,Slovenia
Belgium,BEL,2018,458790.11676999996,World,Europe,Western Europe,Europe,Southern Europe,SVN,Slovenia
Turkey,TUR,2018,404400.48814999993,World,Asia,Western Asia,Europe,Southern Europe,SVN,Slovenia
Bulgaria,BGR,2018,325401.67939,World,Europe,Eastern Europe,Europe,Southern Europe,SVN,Slovenia
"Macedonia, FYR",MKD,2018,274386.42958,World,Europe,Southern Europe,Europe,Southern Europe,SVN,Slovenia
China,CHN,2018,380523.6917162951,World,Asia,Eastern Asia,Oceania,Melanesia,SLB,Solomon Islands
Italy,ITA,2018,41102.16610742968,World,Europe,Southern Europe,Oceania,Melanesia,SLB,Solomon Islands
India,IND,2018,28936.95101512967,World,Asia,Southern Asia,Oceania,Melanesia,SLB,Solomon Islands
Switzerland,CHE,2018,13867.6906653186,World,Europe,Western Europe,Oceania,Melanesia,SLB,Solomon Islands
Thailand,THA,2018,11969.962544898184,World,Asia,South-eastern Asia,Oceania,Melanesia,SLB,Solomon Islands
"Other Asia, nes",OAS,2018,11133.155568837916,,,,Oceania,Melanesia,SLB,Solomon Islands
Netherlands,NLD,2018,10912.264805972076,World,Europe,Western Europe,Oceania,Melanesia,SLB,Solomon Islands
Philippines,PHL,2018,10703.910179475542,World,Asia,South-eastern Asia,Oceania,Melanesia,SLB,Solomon Islands
Malaysia,MYS,2018,8913.15320539884,World,Asia,South-eastern Asia,Oceania,Melanesia,SLB,Solomon Islands
China,CHN,2018,8602652.470495986,World,Asia,Eastern Asia,Africa,Southern Africa,ZAF,South Africa
Germany,DEU,2018,8157229.366987602,World,Europe,Western Europe,Africa,Southern Africa,ZAF,South Africa
United States,USA,2018,6928787.288091117,World,Americas,Northern America,Africa,Southern Africa,ZAF,South Africa
Unspecified,UNS,2018,5922919.611511526,,,,Africa,Southern Africa,ZAF,South Africa
United Kingdom,GBR,2018,5603482.872623239,World,Europe,Northern Europe,Africa,Southern Africa,ZAF,South Africa
Botswana,BWA,2018,4717597.638034875,World,Africa,Southern Africa,Africa,Southern Africa,ZAF,South Africa
India,IND,2018,4660522.169090198,World,Asia,Southern Asia,Africa,Southern Africa,ZAF,South Africa
Japan,JPN,2018,4495769.408154925,World,Asia,Eastern Asia,Africa,Southern Africa,ZAF,South Africa
Namibia,NAM,2018,4329902.842317152,World,Africa,Southern Africa,Africa,Southern Africa,ZAF,South Africa
Mozambique,MOZ,2018,3675554.6730470224,World,Africa,Eastern Africa,Africa,Southern Africa,ZAF,South Africa
Netherlands,NLD,2018,3319797.419487185,World,Europe,Western Europe,Africa,Southern Africa,ZAF,South Africa
Zambia,ZMB,2018,3137118.4568822784,World,Africa,Eastern Africa,Africa,Southern Africa,ZAF,South Africa
Zimbabwe,ZWE,2018,2900961.507371989,World,Africa,Eastern Africa,Africa,Southern Africa,ZAF,South Africa
Belgium,BEL,2018,2892537.185046045,World,Europe,Western Europe,Africa,Southern Africa,ZAF,South Africa
"Korea, Rep.",KOR,2018,1951431.8806658245,World,Asia,Eastern Asia,Africa,Southern Africa,ZAF,South Africa
United Arab Emirates,ARE,2018,1917884.457139999,World,Asia,Western Asia,Africa,Southern Africa,ZAF,South Africa
Spain,ESP,2018,1801900.736982952,World,Europe,Southern Europe,Africa,Southern Africa,ZAF,South Africa
"Congo, Dem. Rep.",ZAR,2018,1756050.9580023035,,,,Africa,Southern Africa,ZAF,South Africa
Swaziland,SWZ,2018,1544400.391455895,World,Africa,Southern Africa,Africa,Southern Africa,ZAF,South Africa
Lesotho,LSO,2018,1512342.0588264554,World,Africa,Southern Africa,Africa,Southern Africa,ZAF,South Africa
"Hong Kong, China",HKG,2018,1458968.2074289417,World,Asia,Eastern Asia,Africa,Southern Africa,ZAF,South Africa
France,FRA,2018,1061804.1019586117,World,Europe,Western Europe,Africa,Southern Africa,ZAF,South Africa
Switzerland,CHE,2018,1009226.7482955081,World,Europe,Western Europe,Africa,Southern Africa,ZAF,South Africa
Australia,AUS,2018,1003509.5021657562,World,Oceania,Australia and New Zealand,Africa,Southern Africa,ZAF,South Africa
Italy,ITA,2018,998516.3775803457,World,Europe,Southern Europe,Africa,Southern Africa,ZAF,South Africa
Pakistan,PAK,2018,979469.1980526409,World,Asia,Southern Asia,Africa,Southern Africa,ZAF,South Africa
Kenya,KEN,2018,878038.7321750374,World,Africa,Eastern Africa,Africa,Southern Africa,ZAF,South Africa
Indonesia,IDN,2018,838246.5944524214,World,Asia,South-eastern Asia,Africa,Southern Africa,ZAF,South Africa
"Other Asia, nes",OAS,2018,793482.4817105928,,,,Africa,Southern Africa,ZAF,South Africa
Thailand,THA,2018,749748.1762196558,World,Asia,South-eastern Asia,Africa,Southern Africa,ZAF,South Africa
Malaysia,MYS,2018,679848.9571814298,World,Asia,South-eastern Asia,Africa,Southern Africa,ZAF,South Africa
Angola,AGO,2018,604717.864723526,World,Africa,Middle Africa,Africa,Southern Africa,ZAF,South Africa
Malawi,MWI,2018,560920.1186819919,World,Africa,Eastern Africa,Africa,Southern Africa,ZAF,South Africa
Tanzania,TZA,2018,560011.6306172893,World,Africa,Eastern Africa,Africa,Southern Africa,ZAF,South Africa
Turkey,TUR,2018,558629.5671650395,World,Asia,Western Asia,Africa,Southern Africa,ZAF,South Africa
