partner_x,partner_code_x,year,value,Global Name_x,Region Name_x,Intermediate Region Name_x,Region Name_y,Intermediate Region Name_y,ISO-alpha3 Code_y,reporter
"Hong Kong, China",HKG,2018,9657970.50838605,World,Asia,Eastern Asia,Europe,Western Europe,FRA,France
Turkey,TUR,2018,9630512.925602995,World,Asia,Western Asia,Europe,Western Europe,FRA,France
Japan,JPN,2018,9365372.830066066,World,Asia,Eastern Asia,Europe,Western Europe,FRA,France
Russian Federation,RUS,2018,8383409.627814665,World,Europe,Eastern Europe,Europe,Western Europe,FRA,France
Sweden,SWE,2018,8148329.573543064,World,Europe,Northern Europe,Europe,Western Europe,FRA,France
Brazil,BRA,2018,7750889.96835801,World,Americas,South America,Europe,Western Europe,FRA,France
Algeria,DZA,2018,7648728.881629731,World,Africa,Northern Africa,Europe,Western Europe,FRA,France
Portugal,PRT,2018,7499056.580077563,World,Europe,Southern Europe,Europe,Western Europe,FRA,France
Czech Republic,CZE,2018,7483084.569414895,World,Europe,Eastern Europe,Europe,Western Europe,FRA,France
Morocco,MAR,2018,7002424.242263092,World,Africa,Northern Africa,Europe,Western Europe,FRA,France
Romania,ROM,2018,6856869.975083569,,,,Europe,Western Europe,FRA,France
"Korea, Rep.",KOR,2018,6559431.0196075365,World,Asia,Eastern Asia,Europe,Western Europe,FRA,France
Qatar,QAT,2018,6470881.419887617,World,Asia,Western Asia,Europe,Western Europe,FRA,France
Austria,AUT,2018,5780536.459511735,World,Europe,Western Europe,Europe,Western Europe,FRA,France
Saudi Arabia,SAU,2018,5695395.242920077,World,Asia,Western Asia,Europe,Western Europe,FRA,France
Mexico,MEX,2018,5682705.0645513795,World,Americas,Central America,Europe,Western Europe,FRA,France
Hungary,HUN,2018,5673616.041694978,World,Europe,Eastern Europe,Europe,Western Europe,FRA,France
Tunisia,TUN,2018,4968985.852932952,World,Africa,Northern Africa,Europe,Western Europe,FRA,France
Slovak Republic,SVK,2018,4917895.3769268785,World,Europe,Eastern Europe,Europe,Western Europe,FRA,France
Canada,CAN,2018,4644327.830358124,World,Americas,Northern America,Europe,Western Europe,FRA,France
United Arab Emirates,ARE,2018,4578700.740365002,World,Asia,Western Asia,Europe,Western Europe,FRA,France
Denmark,DNK,2018,4241894.436492773,World,Europe,Northern Europe,Europe,Western Europe,FRA,France
Ireland,IRL,2018,4111961.092381299,World,Europe,Northern Europe,Europe,Western Europe,FRA,France
Australia,AUS,2018,4037209.5881467224,World,Oceania,Australia and New Zealand,Europe,Western Europe,FRA,France
Luxembourg,LUX,2018,4023307.2507062485,World,Europe,Western Europe,Europe,Western Europe,FRA,France
Malaysia,MYS,2018,3801384.773516977,World,Asia,South-eastern Asia,Europe,Western Europe,FRA,France
"Other Asia, nes",OAS,2018,3702547.7806435125,,,,Europe,Western Europe,FRA,France
Mali,MLI,2018,6561.02215019893,World,Africa,Western Africa,Africa,Western Africa,GMB,"Gambia, The"
"Korea, Rep.",KOR,2018,1052.33186906527,World,Asia,Eastern Asia,Africa,Western Africa,GMB,"Gambia, The"
Cape Verde,CPV,2018,849.029966307064,World,Africa,Western Africa,Africa,Western Africa,GMB,"Gambia, The"
Guinea-Bissau,GNB,2018,752.3380053289131,World,Africa,Western Africa,Africa,Western Africa,GMB,"Gambia, The"
India,IND,2018,687.3119615466001,World,Asia,Southern Asia,Africa,Western Africa,GMB,"Gambia, The"
Guinea,GIN,2018,304.055757126758,World,Africa,Western Africa,Africa,Western Africa,GMB,"Gambia, The"
Vietnam,VNM,2018,188.52253641983,World,Asia,South-eastern Asia,Africa,Western Africa,GMB,"Gambia, The"
Azerbaijan,AZE,2018,544704.30106,World,Asia,Western Asia,Asia,Western Asia,GEO,Georgia
Russian Federation,RUS,2018,459167.05877000006,World,Europe,Eastern Europe,Asia,Western Asia,GEO,Georgia
Armenia,ARM,2018,308782.44813,World,Asia,Western Asia,Asia,Western Asia,GEO,Georgia
Bulgaria,BGR,2018,259377.41821,World,Europe,Eastern Europe,Asia,Western Asia,GEO,Georgia
Turkey,TUR,2018,236108.91293,World,Asia,Western Asia,Asia,Western Asia,GEO,Georgia
China,CHN,2018,196384.58415,World,Asia,Eastern Asia,Asia,Western Asia,GEO,Georgia
Ukraine,UKR,2018,179488.31392000002,World,Europe,Eastern Europe,Asia,Western Asia,GEO,Georgia
United States,USA,2018,159965.90275,World,Americas,Northern America,Asia,Western Asia,GEO,Georgia
Kazakhstan,KAZ,2018,98452.00554999999,World,Asia,Central Asia,Asia,Western Asia,GEO,Georgia
Uzbekistan,UZB,2018,80398.09644000004,World,Asia,Central Asia,Asia,Western Asia,GEO,Georgia
"Iran, Islamic Rep.",IRN,2018,76379.90061,World,Asia,Southern Asia,Asia,Western Asia,GEO,Georgia
Switzerland,CHE,2018,74760.27357000002,World,Europe,Western Europe,Asia,Western Asia,GEO,Georgia
Spain,ESP,2018,62180.101389999996,World,Europe,Southern Europe,Asia,Western Asia,GEO,Georgia
Romania,ROM,2018,57549.18692999999,,,,Asia,Western Asia,GEO,Georgia
Netherlands,NLD,2018,50813.50312000001,World,Europe,Western Europe,Asia,Western Asia,GEO,Georgia
Germany,DEU,2018,50513.85079999999,World,Europe,Western Europe,Asia,Western Asia,GEO,Georgia
Turkmenistan,TKM,2018,49036.24924999999,World,Asia,Central Asia,Asia,Western Asia,GEO,Georgia
France,FRA,2018,44039.853180000006,World,Europe,Western Europe,Asia,Western Asia,GEO,Georgia
Italy,ITA,2018,43577.40849000001,World,Europe,Southern Europe,Asia,Western Asia,GEO,Georgia
Lithuania,LTU,2018,43469.29486999999,World,Europe,Northern Europe,Asia,Western Asia,GEO,Georgia
United Arab Emirates,ARE,2018,43006.0353,World,Asia,Western Asia,Asia,Western Asia,GEO,Georgia
Kyrgyz Republic,KGZ,2018,28876.01565,World,Asia,Central Asia,Asia,Western Asia,GEO,Georgia
United States,USA,2018,179653724.60542914,World,Americas,Northern America,Europe,Western Europe,DEU,Germany
China,CHN,2018,162163599.43676206,World,Asia,Eastern Asia,Europe,Western Europe,DEU,Germany
France,FRA,2018,155865522.8485521,World,Europe,Western Europe,Europe,Western Europe,DEU,Germany
United Kingdom,GBR,2018,122533459.52471946,World,Europe,Northern Europe,Europe,Western Europe,DEU,Germany
Netherlands,NLD,2018,117164173.25027396,World,Europe,Western Europe,Europe,Western Europe,DEU,Germany
Italy,ITA,2018,101647394.62626345,World,Europe,Southern Europe,Europe,Western Europe,DEU,Germany
Poland,POL,2018,92627212.1279601,World,Europe,Eastern Europe,Europe,Western Europe,DEU,Germany
Austria,AUT,2018,91434605.94648759,World,Europe,Western Europe,Europe,Western Europe,DEU,Germany
Switzerland,CHE,2018,74759591.46837334,World,Europe,Western Europe,Europe,Western Europe,DEU,Germany
Czech Republic,CZE,2018,70463664.98081622,World,Europe,Eastern Europe,Europe,Western Europe,DEU,Germany
Spain,ESP,2018,67739463.8407785,World,Europe,Southern Europe,Europe,Western Europe,DEU,Germany
Belgium,BEL,2018,60908612.33103076,World,Europe,Western Europe,Europe,Western Europe,DEU,Germany
Hungary,HUN,2018,45421943.226461425,World,Europe,Eastern Europe,Europe,Western Europe,DEU,Germany
Russian Federation,RUS,2018,43701430.99251279,World,Europe,Eastern Europe,Europe,Western Europe,DEU,Germany
Sweden,SWE,2018,41571824.066245764,World,Europe,Northern Europe,Europe,Western Europe,DEU,Germany
Turkey,TUR,2018,30626856.70721131,World,Asia,Western Asia,Europe,Western Europe,DEU,Germany
Japan,JPN,2018,30311395.42811001,World,Asia,Eastern Asia,Europe,Western Europe,DEU,Germany
Denmark,DNK,2018,30306802.008029293,World,Europe,Northern Europe,Europe,Western Europe,DEU,Germany
Romania,ROM,2018,26379530.712623596,,,,Europe,Western Europe,DEU,Germany
"Korea, Rep.",KOR,2018,25836996.740244523,World,Asia,Eastern Asia,Europe,Western Europe,DEU,Germany
Mexico,MEX,2018,25202378.66802683,World,Americas,Central America,Europe,Western Europe,DEU,Germany
Slovak Republic,SVK,2018,22747806.377524875,World,Europe,Eastern Europe,Europe,Western Europe,DEU,Germany
India,IND,2018,22248797.787920006,World,Asia,Southern Asia,Europe,Western Europe,DEU,Germany
Finland,FIN,2018,17177710.67010556,World,Europe,Northern Europe,Europe,Western Europe,DEU,Germany
Portugal,PRT,2018,16272914.26115564,World,Europe,Southern Europe,Europe,Western Europe,DEU,Germany
Ireland,IRL,2018,16047048.965613816,World,Europe,Northern Europe,Europe,Western Europe,DEU,Germany
South Africa,ZAF,2018,16046130.328150552,World,Africa,Southern Africa,Europe,Western Europe,DEU,Germany
Canada,CAN,2018,15635944.940528639,World,Americas,Northern America,Europe,Western Europe,DEU,Germany
Australia,AUS,2018,15548999.015877325,World,Oceania,Australia and New Zealand,Europe,Western Europe,DEU,Germany
Brazil,BRA,2018,15268872.826782074,World,Americas,South America,Europe,Western Europe,DEU,Germany
United Arab Emirates,ARE,2018,14270906.609993726,World,Asia,Western Asia,Europe,Western Europe,DEU,Germany
Norway,NOR,2018,13813866.055274934,World,Europe,Northern Europe,Europe,Western Europe,DEU,Germany
Singapore,SGP,2018,13331094.251208927,World,Asia,South-eastern Asia,Europe,Western Europe,DEU,Germany
"Other Asia, nes",OAS,2018,12829408.739076938,,,,Europe,Western Europe,DEU,Germany
Special Categories,SPE,2018,11466788.41072846,,,,Europe,Western Europe,DEU,Germany
Saudi Arabia,SAU,2018,9993053.938321995,World,Asia,Western Asia,Europe,Western Europe,DEU,Germany
India,IND,2018,3716502.84329625,World,Asia,Southern Asia,Africa,Western Africa,GHA,Ghana
China,CHN,2018,2032399.085206957,World,Asia,Eastern Asia,Africa,Western Africa,GHA,Ghana
South Africa,ZAF,2018,1742683.9814034563,World,Africa,Southern Africa,Africa,Western Africa,GHA,Ghana
Switzerland,CHE,2018,1631749.8276414103,World,Europe,Western Europe,Africa,Western Africa,GHA,Ghana
Netherlands,NLD,2018,1229868.2629059746,World,Europe,Western Europe,Africa,Western Africa,GHA,Ghana
Malaysia,MYS,2018,1109464.3282072777,World,Asia,South-eastern Asia,Africa,Western Africa,GHA,Ghana
United States,USA,2018,614210.7248137589,World,Americas,Northern America,Africa,Western Africa,GHA,Ghana
United Arab Emirates,ARE,2018,590933.0594150377,World,Asia,Western Asia,Africa,Western Africa,GHA,Ghana
Spain,ESP,2018,584532.9624799306,World,Europe,Southern Europe,Africa,Western Africa,GHA,Ghana
United Kingdom,GBR,2018,492634.3644691581,World,Europe,Northern Europe,Africa,Western Africa,GHA,Ghana
France,FRA,2018,358089.69529438287,World,Europe,Western Europe,Africa,Western Africa,GHA,Ghana
Italy,ITA,2018,304561.8206335439,World,Europe,Southern Europe,Africa,Western Africa,GHA,Ghana
Burkina Faso,BFA,2018,281180.76252913603,World,Africa,Western Africa,Africa,Western Africa,GHA,Ghana
Germany,DEU,2018,214369.04863790996,World,Europe,Western Europe,Africa,Western Africa,GHA,Ghana
Vietnam,VNM,2018,197715.01439384432,World,Asia,South-eastern Asia,Africa,Western Africa,GHA,Ghana
Japan,JPN,2018,166285.46028439514,World,Asia,Eastern Asia,Africa,Western Africa,GHA,Ghana
Belgium,BEL,2018,165342.5744513752,World,Europe,Western Europe,Africa,Western Africa,GHA,Ghana
Brazil,BRA,2018,150839.67019169373,World,Americas,South America,Africa,Western Africa,GHA,Ghana
Italy,ITA,2018,4504049.147999391,World,Europe,Southern Europe,Europe,Southern Europe,GRC,Greece
Germany,DEU,2018,2599397.4702850594,World,Europe,Western Europe,Europe,Southern Europe,GRC,Greece
Turkey,TUR,2018,2527688.3452931056,World,Asia,Western Asia,Europe,Southern Europe,GRC,Greece
Cyprus,CYP,2018,2209833.2537232284,World,Asia,Western Asia,Europe,Southern Europe,GRC,Greece
Lebanon,LBN,2018,1761509.4850940425,World,Asia,Western Asia,Europe,Southern Europe,GRC,Greece
Bulgaria,BGR,2018,1728162.354729104,World,Europe,Eastern Europe,Europe,Southern Europe,GRC,Greece
United States,USA,2018,1606765.636861342,World,Americas,Northern America,Europe,Southern Europe,GRC,Greece
Spain,ESP,2018,1567767.4161315737,World,Europe,Southern Europe,Europe,Southern Europe,GRC,Greece
United Kingdom,GBR,2018,1444515.1853610422,World,Europe,Northern Europe,Europe,Southern Europe,GRC,Greece
"Egypt, Arab Rep.",EGY,2018,1397591.1512973504,World,Africa,Northern Africa,Europe,Southern Europe,GRC,Greece
France,FRA,2018,1222332.0725611139,World,Europe,Western Europe,Europe,Southern Europe,GRC,Greece
Romania,ROM,2018,1127072.0398112722,,,,Europe,Southern Europe,GRC,Greece
China,CHN,2018,1105581.3638145821,World,Asia,Eastern Asia,Europe,Southern Europe,GRC,Greece
"Macedonia, FYR",MKD,2018,967502.5973876638,World,Europe,Southern Europe,Europe,Southern Europe,GRC,Greece
Saudi Arabia,SAU,2018,859394.5573382319,World,Asia,Western Asia,Europe,Southern Europe,GRC,Greece
Netherlands,NLD,2018,805826.346667354,World,Europe,Western Europe,Europe,Southern Europe,GRC,Greece
Gibraltar,GIB,2018,672777.600556028,World,Europe,Southern Europe,Europe,Southern Europe,GRC,Greece
Albania,ALB,2018,644720.7957258859,World,Europe,Southern Europe,Europe,Southern Europe,GRC,Greece
Poland,POL,2018,613190.0227646999,World,Europe,Eastern Europe,Europe,Southern Europe,GRC,Greece
Singapore,SGP,2018,530800.9651095722,World,Asia,South-eastern Asia,Europe,Southern Europe,GRC,Greece
Israel,ISR,2018,512414.221725084,World,Asia,Western Asia,Europe,Southern Europe,GRC,Greece
Slovenia,SVN,2018,511800.707275426,World,Europe,Southern Europe,Europe,Southern Europe,GRC,Greece
Libya,LBY,2018,509014.5961612359,World,Africa,Northern Africa,Europe,Southern Europe,GRC,Greece
Belgium,BEL,2018,445059.55839025194,World,Europe,Western Europe,Europe,Southern Europe,GRC,Greece
Malta,MLT,2018,423103.50774366,World,Europe,Southern Europe,Europe,Southern Europe,GRC,Greece
United Arab Emirates,ARE,2018,398387.25646035594,World,Asia,Western Asia,Europe,Southern Europe,GRC,Greece
"Serbia, FR(Serbia/Montenegro)",SER,2018,384647.46531912,,,,Europe,Southern Europe,GRC,Greece
Tunisia,TUN,2018,349957.27135633,World,Africa,Northern Africa,Europe,Southern Europe,GRC,Greece
Austria,AUT,2018,346931.480948106,World,Europe,Western Europe,Europe,Southern Europe,GRC,Greece
Czech Republic,CZE,2018,297121.260962632,World,Europe,Eastern Europe,Europe,Southern Europe,GRC,Greece
Russian Federation,RUS,2018,296170.157224596,World,Europe,Eastern Europe,Europe,Southern Europe,GRC,Greece
Portugal,PRT,2018,285393.90807737596,World,Europe,Southern Europe,Europe,Southern Europe,GRC,Greece
Sweden,SWE,2018,272699.8385942781,World,Europe,Northern Europe,Europe,Southern Europe,GRC,Greece
Denmark,DNK,2018,241112.43699854205,World,Europe,Northern Europe,Europe,Southern Europe,GRC,Greece
Hungary,HUN,2018,225935.75165148,World,Europe,Eastern Europe,Europe,Southern Europe,GRC,Greece
Liberia,LBR,2018,223666.15270328597,World,Africa,Western Africa,Europe,Southern Europe,GRC,Greece
Ukraine,UKR,2018,218255.20316028997,World,Europe,Eastern Europe,Europe,Southern Europe,GRC,Greece
Algeria,DZA,2018,217088.88582302595,World,Africa,Northern Africa,Europe,Southern Europe,GRC,Greece
Australia,AUS,2018,199540.52125795197,World,Oceania,Australia and New Zealand,Europe,Southern Europe,GRC,Greece
Canada,CAN,2018,191710.292573716,World,Americas,Northern America,Europe,Southern Europe,GRC,Greece
India,IND,2018,182947.786000166,World,Asia,Southern Asia,Europe,Southern Europe,GRC,Greece
Denmark,DNK,2018,526303.68356,World,Europe,Northern Europe,Americas,Northern America,GRL,Greenland
Unspecified,UNS,2018,49602.81822,,,,Americas,Northern America,GRL,Greenland
Latvia,LVA,2018,47863.92732,World,Europe,Northern Europe,Americas,Northern America,GRL,Greenland
United States,USA,2018,3914126.0760000004,World,Americas,Northern America,Americas,Central America,GTM,Guatemala
El Salvador,SLV,2018,1379738.726,World,Americas,Central America,Americas,Central America,GTM,Guatemala
Honduras,HND,2018,972404.316,World,Americas,Central America,Americas,Central America,GTM,Guatemala
Nicaragua,NIC,2018,554197.837,World,Americas,Central America,Americas,Central America,GTM,Guatemala
Mexico,MEX,2018,517811.5709999999,World,Americas,Central America,Americas,Central America,GTM,Guatemala
Costa Rica,CRI,2018,447168.899,World,Americas,Central America,Americas,Central America,GTM,Guatemala
Netherlands,NLD,2018,357879.8829999999,World,Europe,Western Europe,Americas,Central America,GTM,Guatemala
Panama,PAN,2018,259431.10999999996,World,Americas,Central America,Americas,Central America,GTM,Guatemala
Dominican Republic,DOM,2018,178261.12699999995,World,Americas,Caribbean,Americas,Central America,GTM,Guatemala
Canada,CAN,2018,166606.98000000004,World,Americas,Northern America,Americas,Central America,GTM,Guatemala
Spain,ESP,2018,151272.016,World,Europe,Southern Europe,Americas,Central America,GTM,Guatemala
Italy,ITA,2018,147874.14999999997,World,Europe,Southern Europe,Americas,Central America,GTM,Guatemala
Saudi Arabia,SAU,2018,124921.69599999998,World,Asia,Western Asia,Americas,Central America,GTM,Guatemala
Chile,CHL,2018,121686.80400000003,World,Americas,South America,Americas,Central America,GTM,Guatemala
Japan,JPN,2018,114525.09700000001,World,Asia,Eastern Asia,Americas,Central America,GTM,Guatemala
Germany,DEU,2018,110539.16,World,Europe,Western Europe,Americas,Central America,GTM,Guatemala
Belize,BLZ,2018,93328.12799999998,World,Americas,Central America,Americas,Central America,GTM,Guatemala
United Arab Emirates,ARE,2018,86432.26699999998,World,Asia,Western Asia,Americas,Central America,GTM,Guatemala
United Kingdom,GBR,2018,78021.723,World,Europe,Northern Europe,Americas,Central America,GTM,Guatemala
Belgium,BEL,2018,77252.732,World,Europe,Western Europe,Americas,Central America,GTM,Guatemala
"Korea, Rep.",KOR,2018,68925.66499999996,World,Asia,Eastern Asia,Americas,Central America,GTM,Guatemala
Peru,PER,2018,58851.46300000001,World,Americas,South America,Americas,Central America,GTM,Guatemala
Canada,CAN,2018,512637.7552904571,World,Americas,Northern America,Americas,South America,GUY,Guyana
United Arab Emirates,ARE,2018,215513.5999680725,World,Asia,Western Asia,Americas,South America,GUY,Guyana
United States,USA,2018,148427.09238170495,World,Americas,Northern America,Americas,South America,GUY,Guyana
Jamaica,JAM,2018,46450.27479826398,World,Americas,Caribbean,Americas,South America,GUY,Guyana
Ukraine,UKR,2018,36715.362130125905,World,Europe,Eastern Europe,Americas,South America,GUY,Guyana
United Kingdom,GBR,2018,35125.68553934423,World,Europe,Northern Europe,Americas,South America,GUY,Guyana
Netherlands,NLD,2018,34060.76923689986,World,Europe,Western Europe,Americas,South America,GUY,Guyana
Trinidad and Tobago,TTO,2018,33911.48903620743,World,Americas,Caribbean,Americas,South America,GUY,Guyana
Mexico,MEX,2018,30224.162180546056,World,Americas,Central America,Americas,South America,GUY,Guyana
Panama,PAN,2018,27637.564572057647,World,Americas,Central America,Americas,South America,GUY,Guyana
Belgium,BEL,2018,24555.197192635223,World,Europe,Western Europe,Americas,South America,GUY,Guyana
Cuba,CUB,2018,23114.634668928476,World,Americas,Caribbean,Americas,South America,GUY,Guyana
Portugal,PRT,2018,21753.4334201447,World,Europe,Southern Europe,Americas,South America,GUY,Guyana
France,FRA,2018,18497.579466927265,World,Europe,Western Europe,Americas,South America,GUY,Guyana
Germany,DEU,2018,14592.810959837558,World,Europe,Western Europe,Americas,South America,GUY,Guyana
China,CHN,2018,14519.09205153478,World,Asia,Eastern Asia,Americas,South America,GUY,Guyana
Spain,ESP,2018,12396.883158235365,World,Europe,Southern Europe,Americas,South America,GUY,Guyana
United States,USA,2018,1771668.31082,World,Americas,Northern America,Americas,Central America,HND,Honduras
Unspecified,UNS,2018,349915.21319999994,,,,Americas,Central America,HND,Honduras
El Salvador,SLV,2018,321205.26554999995,World,Americas,Central America,Americas,Central America,HND,Honduras
Germany,DEU,2018,302687.84917999984,World,Europe,Western Europe,Americas,Central America,HND,Honduras
